index,topic,requires,difficulty,content,question,Failed_Models_Count,Model,target
preference-preferences_choung_876-preference_choung_876,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_876.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCN(CCc1ccc(S(=O)(=O)N(C)C)cc1)C(=O)CCCCc1ccccc1[END_SMILES]: 0, [START_SMILES]C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COc3cncc4ccccc34)S[C@H]12[END_SMILES]: 1"
preference-preferences_choung_886-preference_choung_886,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_886.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CN1CC(O)(c2ccc3ccccc3c2)OC2CCCCC21[END_SMILES]: 0, [START_SMILES]c1ccc(-c2nc3sc4ccccc4n3c2COCCCn2cncn2)cc1[END_SMILES]: 1"
preference-preferences_choung_908-preference_choung_908,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_908.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(=O)O[C@@H]1[C@@H]2[C@]34CCC(=O)[C@@]3(O)OC(C)(C)[C@@H]4C[C@@H](O)[C@@]2(C)[C@@H]2C(=O)C[C@@H](c3ccco3)[C@]2(C)[C@H]1OC(C)=O[END_SMILES]: 1, [START_SMILES]c1cc2c(cc1Nc1nc(-c3ccc4c(c3)OCO4)cs1)OCCO2[END_SMILES]: 0"
preference-preferences_choung_649-preference_choung_649,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_649.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCC(c1cc(O)nc(SC(C)C)n1)c1cccc2ccccc12[END_SMILES]: 0, [START_SMILES]Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(C(O)c3ccc(Br)cc3)CC2)CC1[END_SMILES]: 1"
preference-preferences_choung_68-preference_choung_68,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_68.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CN1CCN(Cc2oc(CO)cc(=O)c2O)CC1[END_SMILES]: 0, [START_SMILES]O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3Cc2ccc(F)cc2F)cc1[END_SMILES]: 1"
preference-preferences_choung_685-preference_choung_685,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_685.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCc1nnc2n1CCN(C(=O)c1cn(-c3ccccc3)nn1)C2[END_SMILES]: 0, [START_SMILES]CN(C)S(=O)(=O)c1cn(Cc2nc3cc(Cl)ccc3n2CCCS(C)(=O)=O)c2ccccc12[END_SMILES]: 1"
preference-preferences_choung_710-preference_choung_710,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_710.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(=O)C1=C(C)NC(=O)CC1c1ccccc1Cl[END_SMILES]: 0, [START_SMILES]O=C(NN1C(=O)CSC1c1ccccc1Cl)c1nsc2ccccc12[END_SMILES]: 1"
preference-preferences_choung_713-preference_choung_713,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_713.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]O=C(O)c1ccccc1N1C(=O)c2ccccc2C1=O[END_SMILES]: 0, [START_SMILES]O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2)CC1[END_SMILES]: 1"
preference-preferences_choung_736-preference_choung_736,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_736.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCn1s/c(=N/c2ccc(Cl)cc2)nc1-c1ccc(Cl)cc1[END_SMILES]: 0, [START_SMILES]O=C(N[C@@H](CCN1[C@H]2CC[C@@H]1C[C@@H](n1c(C3CC3)nnc1C(F)(F)F)C2)c1ccsc1)C1CCC(F)(F)CC1[END_SMILES]: 1"
preference-preferences_choung_747-preference_choung_747,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_747.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(C)Sc1nnc2c3ccccc3n(C)c2n1[END_SMILES]: 0, [START_SMILES]Cc1cc2c(cc1Cc1ccc(C(=O)NCC3CCN(C(=N)N)CC3)o1)C(C)(C)CCC2(C)C[END_SMILES]: 1"
preference-preferences_choung_76-preference_choung_76,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_76.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]C1=C(/C=C/c2ccccc2)COc2ccccc21[END_SMILES]: 0, [START_SMILES]COc1ccc(C)cc1NC(=O)CCS(=O)(=O)c1cc2c3c(c1)CCN3C(=O)CC2[END_SMILES]: 1"
preference-preferences_choung_571-preference_choung_571,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_571.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CSc1nc2ccc(N)cc2c(=O)n1Cc1ccccc1[END_SMILES]: 0, [START_SMILES]O=C(COC(=O)CCSc1ccc(Cl)cc1)NCc1ccccc1[END_SMILES]: 1"
preference-preferences_choung_579-preference_choung_579,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_579.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(C)CCC(c1ccc(Cl)cc1)C1CCCCN1[END_SMILES]: 0, [START_SMILES]Cc1coc(C(=O)N2CCCn3nc(C(=O)Nc4ccccc4)cc3C2)c1C[END_SMILES]: 1"
preference-preferences_choung_61-preference_choung_61,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_61.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(CC)c1=O[END_SMILES]: 0, [START_SMILES]CS(=O)(=O)Nc1cc([C@@H](O)CNC2CCN(c3ccc(C(=O)NCC(=O)O)cc3)CC2)ccc1O[END_SMILES]: 1"
preference-preferences_choung_611-preference_choung_611,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_611.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)CCO3)cc1F[END_SMILES]: 0, [START_SMILES]Cc1cc(C)c2nc(NNC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)sc2c1[END_SMILES]: 1"
preference-preferences_choung_616-preference_choung_616,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_616.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1[END_SMILES]: 0, [START_SMILES]CCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2sc4ccccc4n23)CC1[END_SMILES]: 1"
preference-preferences_choung_619-preference_choung_619,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_619.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]Cc1ccc(-c2cc3cc(CCC(=O)O)ccc3[nH]2)cc1[END_SMILES]: 0, [START_SMILES]O=C(NC1CCCCC1)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1[END_SMILES]: 1"
preference-preferences_choung_621-preference_choung_621,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_621.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]CCN(C(=O)c1ccccc1OCc1ccccc1C)[C@@H]1CCC[C@H](N)C1[END_SMILES]: 0, [START_SMILES]COc1ccc2[nH]cc(C3CCCN(CCCCn4c(=O)c(-c5ccccc5Cl)c5ccccn5c4=O)C3)c2c1[END_SMILES]: 1"
preference-preferences_choung_639-preference_choung_639,Chemical Preference,Intuition,,"Imagine an early virtual screening campaign setting (accounting for simple aspects such as oral availability and small molecular profile, but no other modalities such as covalency or bifunctionality). Which of the following two candidates would you prefer for further development?",../data/preference/preferences_choung_639.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","[START_SMILES]O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(C(c2ccc3c(c2)CCO3)c2ccc3c(c2)CCO3)CC1[END_SMILES]: 1, [START_SMILES]O=C(c1ccc2c(c1)OCO2)N1CCCC1[END_SMILES]: 0"
chem_chem_comp-chemComp_135-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when unsaturated aliphatic hydrocarbons are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_135.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_136-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when unsaturated aliphatic hydrocarbons are mixed with metals or elemental alloys (powders, vapors, or sponges)?",../data/safety/chem_chem_comp/chemComp_136.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_137-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when saturated aliphatic hydrocarbons are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_137.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_138-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic peroxides or hydroperoxides are mixed with non-oxidizing acids?,../data/safety/chem_chem_comp/chemComp_138.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_139-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic peroxides or hydroperoxides are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_139.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 1, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_14-ChemComp,Toxicity/Safety,Knowledge,,"What are the potential safety risks when azo compounds, diazo compounds or hydrazines are mixed with oxidizing acids?",../data/safety/chem_chem_comp/chemComp_14.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_140-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic peroxides or hydroperoxides are mixed with alcohols or glycols?,../data/safety/chem_chem_comp/chemComp_140.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_141-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic peroxides or hydroperoxides are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_141.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 1, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
chem_chem_comp-chemComp_128-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic nitro compounds are mixed with oxidizing acids?,../data/safety/chem_chem_comp/chemComp_128.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 1, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 1, Violent polymerization: 0"
chem_chem_comp-chemComp_129-ChemComp,Toxicity/Safety,Knowledge,,What are the potential safety risks when organic nitro compounds are mixed with aldehydes?,../data/safety/chem_chem_comp/chemComp_129.json,9,"Claude-3.5 (Sonnet), GPT-3.5-Turbo, GPT-4o, Llama-3.1-405B-Instruct, Llama-3.1-70B-Instruct, Llama-3.1-8B-Instruct, Mistral-Large-2, O1, PaperQA2","Explosion: 0, Fire: 0, Flammable gas generation: 0, Heat generation: 1, Innocuous and non-flammable gas generation: 0, May be hazardous but unknown: 0, Solubilization of toxic substance: 0, Toxic gas generation: 0, Violent polymerization: 0"
